city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,population_proper,density,source,incorporated,timezone,zips,id
Eagle Pass,TX,Texas,48323,Maverick,28.7118,-100.4832,54091,28834,1158,polygon,TRUE,America/Matamoros,78852 78853,1840019690
Cathedral City,CA,California,6065,Riverside,33.8363,-116.4662,54056,54056,970,polygon,TRUE,America/Los_Angeles,92241 92234 92235,1840019293
Delano,CA,California,6029,Kern,35.767,-119.2637,54030,52707,1422,polygon,TRUE,America/Los_Angeles,93215,1840019151
Palm Beach Gardens,FL,Florida,12099,Palm Beach,26.8489,-80.1654,53778,53778,370,polygon,TRUE,America/New_York,33418 33410 33412 33403,1840015125
Elyria,OH,Ohio,39093,Lorain,41.3761,-82.1063,53715,53715,1008,polygon,TRUE,America/New_York,44035 44036,1840000643
Grand Island,NE,Nebraska,31079,Hall,40.9214,-98.3585,53556,51517,670,polygon,TRUE,America/Chicago,68803 68801 68802,1840000956
Lewiston,ID,Idaho,16069,Nez Perce,46.3936,-116.9935,53520,32872,736,polygon,TRUE,America/Los_Angeles,83501,1840019897
Bellevue,NE,Nebraska,31153,Sarpy,41.1536,-95.9357,53505,53505,1248,polygon,TRUE,America/Chicago,68147 68123 68157 68005,1840007142
Twin Falls,ID,Idaho,16083,Twin Falls,42.5631,-114.4637,53412,48260,1017,polygon,TRUE,America/Boise,83301 83303,1840021301
Wheaton,IL,Illinois,17043,DuPage,41.856,-88.1083,53389,53389,1828,polygon,TRUE,America/Chicago,60187 60189,1840010166
West New York,NJ,New Jersey,34017,Hudson,40.7856,-74.0093,53343,53343,20707,polygon,TRUE,America/New_York,7093,1840001035
Yucaipa,CA,California,6071,San Bernardino,34.0335,-117.0426,53309,53309,724,polygon,TRUE,America/Los_Angeles,92399,1840021732
Southaven,MS,Mississippi,28033,DeSoto,34.9514,-89.9787,53214,53214,497,polygon,TRUE,America/Chicago,38651 38671 38672,1840015519
Revere,MA,Massachusetts,25025,Suffolk,42.4188,-71.004,53157,53157,3608,polygon,TRUE,America/New_York,2151,1840000457
Caldwell,ID,Idaho,16027,Canyon,43.6458,-116.6595,53149,53149,926,polygon,TRUE,America/Boise,83607 83605,1840018641
Beaufort,SC,South Carolina,45013,Beaufort,32.4487,-80.7102,53086,13445,185,polygon,TRUE,America/New_York,29902 29904 29907 29906 29901 29903,1840013818
Lompoc,CA,California,6083,Santa Barbara,34.6617,-120.4714,53062,43712,1455,polygon,TRUE,America/Los_Angeles,93436 93438,1840020468
West Sacramento,CA,California,6113,Yolo,38.5556,-121.5504,52981,52981,951,polygon,TRUE,America/Los_Angeles,95605 95691 95798 95799 95899,1840021483
Lenexa,KS,Kansas,20091,Johnson,38.9608,-94.802,52903,52903,598,polygon,TRUE,America/Chicago,66214 66215 66217 66219 66227 66216 66220,1840001639
Bloomsburg,PA,Pennsylvania,42037,Columbia,41.0027,-76.4561,52637,14586,1295,polygon,TRUE,America/New_York,17815,1840000811
Leesburg,VA,Virginia,51107,Loudoun,39.1057,-77.5543,52607,52607,1639,polygon,TRUE,America/New_York,20175 20176 20177 20178,1840005872
DeSoto,TX,Texas,48113,Dallas,32.5992,-96.8634,52599,52599,939,polygon,TRUE,America/Chicago,75115 75123,1840019441
City of Milford (balance),CT,Connecticut,9009,New Haven,41.2253,-73.0624,52536,52536,926,polygon,TRUE,America/New_York,06461 06460,1840028605
Perth Amboy,NJ,New Jersey,34023,Middlesex,40.5204,-74.2724,52499,52499,4310,polygon,TRUE,America/New_York,08861 08862,1840001340
Peabody,MA,Massachusetts,25009,Essex,42.5335,-70.9724,52491,52491,1250,polygon,TRUE,America/New_York,01960 01961,1840000414
Brookhaven,GA,Georgia,13089,DeKalb,33.8746,-84.3315,52444,52444,1747,polygon,TRUE,America/New_York,30329 30319,1840029224
Bozeman,MT,Montana,30031,Gallatin,45.6828,-111.0545,52391,45250,879,polygon,TRUE,America/Denver,59718 59715 59717 59719,1840018509
Minnetonka,MN,Minnesota,27053,Hennepin,44.9324,-93.4601,52369,52369,751,polygon,TRUE,America/Chicago,55345 55343 55305 55391,1840007831
Palm Desert,CA,California,6065,Riverside,33.7378,-116.3696,52231,52231,752,polygon,TRUE,America/Los_Angeles,92260 92211 92255,1840020555
Placentia,CA,California,6059,Orange,33.8807,-117.8553,52228,52228,3049,polygon,TRUE,America/Los_Angeles,92870 92811 92871,1840020583
Pinellas Park,FL,Florida,12103,Pinellas,27.8586,-82.7075,52137,52137,1281,polygon,TRUE,America/New_York,33781 33782 33773 33762 33760 33780,1840015112
Grapevine,TX,Texas,48439,Tarrant,32.9343,-97.0744,51971,51971,628,polygon,TRUE,America/Chicago,76051 76099,1840020697
Apple Valley,MN,Minnesota,27037,Dakota,44.7456,-93.2006,51957,51957,1188,polygon,TRUE,America/Chicago,55124,1840006768
Chambersburg,PA,Pennsylvania,42055,Franklin,39.9315,-77.6556,51948,20691,1153,polygon,TRUE,America/New_York,17201,1840001410
Sierra Vista,AZ,Arizona,4003,Cochise,31.5631,-110.3153,51927,43208,109,polygon,TRUE,America/Phoenix,85650 85635 85613 85670 85671,1840022103
Tigard,OR,Oregon,41067,Washington,45.4243,-122.7827,51902,51902,1631,polygon,TRUE,America/Los_Angeles,97224 97223 97281,1840021206
Glendora,CA,California,6037,Los Angeles,34.1449,-117.8466,51851,51851,1031,polygon,TRUE,America/Los_Angeles,91740 91741,1840020484
Florissant,MO,Missouri,29189,St. Louis,38.7996,-90.3269,51776,51776,1582,polygon,TRUE,America/Chicago,63033 63031 63032,1840008586
Oak Park,IL,Illinois,17031,Cook,41.8872,-87.7899,51774,51774,4253,polygon,TRUE,America/Chicago,60301 60302 60304 60303,1840011307
Hoffman Estates,IL,Illinois,17031,Cook,42.0638,-88.1463,51738,51738,959,polygon,TRUE,America/Chicago,60192 60195 60169 60120 60179,1840011263
Kentwood,MI,Michigan,26081,Kent,42.8852,-85.5925,51689,51689,954,polygon,TRUE,America/Detroit,49546 49512 49548 49508,1840002930
Hinesville,GA,Georgia,13179,Liberty,31.8269,-81.6216,51673,33577,613,polygon,TRUE,America/New_York,31313 31310,1840014931
New Bern,NC,North Carolina,37049,Craven,35.0956,-77.0723,51491,30101,410,polygon,TRUE,America/New_York,28560 28562 28561 28563 28564,1840014591
Aliso Viejo,CA,California,6059,Orange,33.5792,-117.729,51424,51424,2869,polygon,TRUE,America/Los_Angeles,92656,1840019321
Edina,MN,Minnesota,27053,Hennepin,44.8913,-93.3602,51350,51350,1282,polygon,TRUE,America/Chicago,55424 55436 55435 55439 55410,1840007822
Parker,CO,Colorado,8035,Douglas,39.5075,-104.7746,51163,51163,927,polygon,TRUE,America/Denver,80138 80134,1840022454
Burien,WA,Washington,53033,King,47.4761,-122.3393,50997,50997,1958,polygon,TRUE,America/Los_Angeles,98146 98148 98168 98166 98062,1840018420
Minot,ND,North Dakota,38101,Ward,48.2375,-101.2779,50845,48743,700,polygon,TRUE,America/Chicago,58707 58703 58702 58701,1840000053
Coral Gables,FL,Florida,12086,Miami-Dade,25.7037,-80.2715,50815,50815,1517,polygon,TRUE,America/New_York,33146 33143 33134 33158 33156 33206,1840015147
Plainfield,NJ,New Jersey,34039,Union,40.6153,-74.4159,50636,50636,3246,polygon,TRUE,America/New_York,07062 07063 07060 07061,1840001090
Cerritos,CA,California,6037,Los Angeles,33.8677,-118.0686,50555,50555,2237,polygon,TRUE,America/Los_Angeles,90703,1840019215
Lakewood,OH,Ohio,39035,Cuyahoga,41.4824,-81.8008,50279,50279,3507,polygon,TRUE,America/New_York,44107,1840000608
Poway,CA,California,6073,San Diego,32.9872,-117.0201,50077,50077,494,polygon,TRUE,America/Los_Angeles,92064 92074,1840020624
Methuen,MA,Massachusetts,25009,Essex,42.734,-71.1889,49917,49917,866,polygon,TRUE,America/New_York,1844,1840031195
Helena,MT,Montana,30049,Lewis and Clark,46.5963,-112.0196,49812,31169,729,polygon,TRUE,America/Denver,59601 59602 59623 59624 59625 59626,1840019820
Cumberland,MD,Maryland,24001,Allegany,39.6515,-78.7585,49707,19978,767,polygon,TRUE,America/New_York,21502 21501 21503 21504 21505,1840005621
Troy,NY,New York,36083,Rensselaer,42.7354,-73.6751,49702,49702,1852,polygon,TRUE,America/New_York,12182 12180 12181,1840003087
Traverse City,MI,Michigan,26055,Grand Traverse,44.7545,-85.6034,49690,15479,717,polygon,TRUE,America/Detroit,49686 49684 49685 49696,1840003946
Wilson,NC,North Carolina,37195,Wilson,35.7311,-77.9284,49644,49620,628,polygon,TRUE,America/New_York,27893 27896 27894 27895,1840015383
Azusa,CA,California,6037,Los Angeles,34.1386,-117.9124,49628,49628,1984,polygon,TRUE,America/Los_Angeles,91702 91010,1840019226
Roswell,NM,New Mexico,35005,Chaves,33.3729,-104.5294,49540,48184,623,polygon,TRUE,America/Denver,88203 88201 88202,1840020549
Bedford,TX,Texas,48439,Tarrant,32.8464,-97.135,49528,49528,1909,polygon,TRUE,America/Chicago,76022 76021 75064 76095,1840019424
Pascagoula,MS,Mississippi,28059,Jackson,30.3665,-88.5507,49504,21981,551,polygon,TRUE,America/Chicago,39581 39567 39568 39569 39595,1840015018
Downers Grove,IL,Illinois,17043,DuPage,41.7947,-88.017,49473,49473,1322,polygon,TRUE,America/Chicago,60515 60516,1840011404
Apopka,FL,Florida,12095,Orange,28.7006,-81.5303,49458,49458,600,polygon,TRUE,America/New_York,32712 32703 32704,1840014093
Monroe,MI,Michigan,26115,Monroe,41.9157,-83.3852,49389,19986,841,polygon,TRUE,America/Detroit,48162 48161,1840003987
Summerville,SC,South Carolina,45035,Dorchester,33.0038,-80.1794,49323,49323,1032,polygon,TRUE,America/New_York,29485 29483 29484,1840016886
Uniontown,PA,Pennsylvania,42051,Fayette,39.8994,-79.7244,49241,9942,1880,polygon,TRUE,America/New_York,15401,1840000671
Murray,UT,Utah,49035,Salt Lake,40.6498,-111.8875,49230,49230,1542,polygon,TRUE,America/Denver,84123 84121 84107 84157,1840020159
La Mirada,CA,California,6037,Los Angeles,33.9025,-118.0093,49216,49216,2429,polygon,TRUE,America/Los_Angeles,90638 90637 90639,1840020512
Cuyahoga Falls,OH,Ohio,39153,Summit,41.1641,-81.5206,49206,49206,741,polygon,TRUE,America/New_York,44221 44223 44264 44313 44222,1840000795
Bullhead City,AZ,Arizona,4015,Mohave,35.1205,-114.546,49184,39970,259,polygon,TRUE,America/Phoenix,86442 86429 86439,1840019748
Collierville,TN,Tennessee,47157,Shelby,35.0474,-89.6989,49177,49177,526,polygon,TRUE,America/Chicago,38139 38017 38027,1840016403
Enid,OK,Oklahoma,40047,Garfield,36.4061,-97.8701,49176,51004,266,polygon,TRUE,America/Chicago,73701 73703 73705 73702 73706,1840020373
Paducah,KY,Kentucky,21145,McCracken,37.0711,-88.6435,49027,25145,481,polygon,TRUE,America/Chicago,42003 42001 42002,1840014388
Rancho Santa Margarita,CA,California,6059,Orange,33.6318,-117.5989,48969,48969,1466,polygon,TRUE,America/Los_Angeles,92679 92688,1840020584
Cypress,CA,California,6059,Orange,33.8171,-118.0386,48906,48906,2854,polygon,TRUE,America/Los_Angeles,90630,1840019327
Reedley,CA,California,6019,Fresno,36.5988,-119.4473,48897,25582,1833,polygon,TRUE,America/Los_Angeles,93654,1840020320
Dunwoody,GA,Georgia,13089,DeKalb,33.9418,-84.3123,48884,48884,1455,polygon,TRUE,America/New_York,30338 30346 30360 30356,1840022929
East Lansing,MI,Michigan,26065,Ingham,42.7483,-84.4834,48870,48870,1392,polygon,TRUE,America/Detroit,48825 48823 48824 48826,1840003101
Danville,IL,Illinois,17183,Vermilion,40.1422,-87.6113,48785,31597,678,polygon,TRUE,America/Chicago,61834 61832,1840007235
Saint Louis Park,MN,Minnesota,27053,Hennepin,44.9488,-93.365,48747,48747,1772,polygon,TRUE,America/Chicago,55426 55416,1840008935
Findlay,OH,Ohio,39063,Hancock,41.046,-83.638,48701,41422,835,polygon,TRUE,America/New_York,45840 45839,1840000886
Mishawaka,IN,Indiana,18141,St. Joseph,41.6733,-86.1667,48679,48679,1061,polygon,TRUE,America/Indiana/Indianapolis,46544 46545 46546,1840014695
Morehead City,NC,North Carolina,37031,Carteret,34.7307,-76.7383,48637,9402,515,polygon,TRUE,America/New_York,28557 28516,1840016482
Niagara Falls,NY,New York,36063,Niagara,43.0921,-79.0147,48632,48632,1333,polygon,TRUE,America/Toronto,14303 14302 14301 14305 14304,1840000371
Smyrna,TN,Tennessee,47149,Rutherford,35.9732,-86.5242,48596,48596,629,polygon,TRUE,America/Chicago,37167,1840017758
Covina,CA,California,6037,Los Angeles,34.0903,-117.8817,48549,48549,2667,polygon,TRUE,America/Los_Angeles,91724 91722 91723,1840019241
Rio Grande City,TX,Texas,48427,Starr,26.3808,-98.8215,48516,14483,492,polygon,TRUE,America/Chicago,78582,1840021016
Portage,MI,Michigan,26077,Kalamazoo,42.2,-85.5907,48508,48508,581,polygon,TRUE,America/Detroit,49002 49024 49081,1840003183
Cedar Hill,TX,Texas,48113,Dallas,32.5809,-96.9592,48343,48343,520,polygon,TRUE,America/Chicago,75104 75106,1840019433
Ceres,CA,California,6099,Stanislaus,37.5954,-120.9624,48278,48278,1998,polygon,TRUE,America/Los_Angeles,95358 95351 95307,1840018910
Stillwater,OK,Oklahoma,40119,Payne,36.1315,-97.074,48233,49504,647,polygon,TRUE,America/Chicago,74078 74075 74074 74076 74077,1840021675
Farmington,NM,New Mexico,35045,San Juan,36.7559,-108.1827,48137,41629,472,polygon,TRUE,America/Denver,87401 87402 87415,1840020349
Danville,VA,Virginia,51590,Danville (city),36.5831,-79.4088,48015,41898,376,polygon,TRUE,America/New_York,24540 24541 24543,1840003878
Madison,AL,Alabama,1089,Madison,34.7113,-86.7617,47959,47959,625,polygon,TRUE,America/Chicago,35756 35758,1840015524
Wauwatosa,WI,Wisconsin,55079,Milwaukee,43.0616,-88.0347,47945,47945,1397,polygon,TRUE,America/Chicago,53213 53225 53226 53222,1840003033
Lawrence,IN,Indiana,18097,Marion,39.8674,-85.9904,47866,47866,917,polygon,TRUE,America/Indiana/Indianapolis,46216 46226 46235 46236,1840008434
Kannapolis,NC,North Carolina,37025,Cabarrus,35.4766,-80.6391,47839,47839,573,polygon,TRUE,America/New_York,28027 28083 28081 28082,1840014560
Saint Cloud,FL,Florida,12097,Osceola,28.2297,-81.2853,47809,47809,1022,polygon,TRUE,America/New_York,34769 34771 34772 34770,1840015971
Pine Bluff,AR,Arkansas,5069,Jefferson,34.2119,-92.0174,47784,43841,379,polygon,TRUE,America/Chicago,71602 71601 71603 71611 71613,1840014699
Wylie,TX,Texas,48085,Collin,33.0353,-96.517,47701,47701,871,polygon,TRUE,America/Chicago,75098 75407 75173 75166,1840022018
Palm Springs,CA,California,6065,Riverside,33.8012,-116.538,47689,47689,195,polygon,TRUE,America/Los_Angeles,92262 92264 92258 92263,1840020556
Lacey,WA,Washington,53067,Thurston,47.0444,-122.7933,47688,47688,1139,polygon,TRUE,America/Los_Angeles,98503 98516 98509,1840019866
Chesterfield,MO,Missouri,29189,St. Louis,38.6588,-90.5805,47659,47659,578,polygon,TRUE,America/Chicago,63017 63005 63006,1840007446
Roseville,MI,Michigan,26099,Macomb,42.5074,-82.937,47602,47602,1869,polygon,TRUE,America/Detroit,48066,1840003092
Sandusky,OH,Ohio,39043,Erie,41.4472,-82.7009,47494,25006,992,polygon,TRUE,America/New_York,44870 44871,1840003433
Glenview,IL,Illinois,17031,Cook,42.0825,-87.8215,47475,47475,1310,polygon,TRUE,America/Chicago,60025 60026,1840011280
San Jacinto,CA,California,6065,Riverside,33.797,-116.9915,47413,47413,711,polygon,TRUE,America/Los_Angeles,92583 92582 92581,1840021936
Cookeville,TN,Tennessee,47141,Putnam,36.1485,-85.5114,47381,32622,356,polygon,TRUE,America/Chicago,38501 38506 38505 38502 38503,1840014470
Euclid,OH,Ohio,39035,Cuyahoga,41.5904,-81.5188,47360,47360,1720,polygon,TRUE,America/New_York,44132 44119 44117 44123,1840000600
Apex,NC,North Carolina,37183,Wake,35.7248,-78.866,47349,47349,1057,polygon,TRUE,America/New_York,27502 27523 27539,1840015355
East Providence,RI,Rhode Island,44007,Providence,41.8064,-71.3565,47337,47337,1380,polygon,TRUE,America/New_York,02915 02914 02916,1840003288
Draper,UT,Utah,49035,Salt Lake,40.4956,-111.8607,47328,47328,607,polygon,TRUE,America/Denver,84020,1840018747
Jeffersonville,IN,Indiana,18019,Clark,38.3377,-85.7026,47124,47124,533,polygon,TRUE,America/Kentucky/Louisville,47130 47131 47132 47133 47134 47144 47190 47199,1840008642
Salina,KS,Kansas,20169,Saline,38.8143,-97.6151,47123,47336,727,polygon,TRUE,America/Chicago,67401 67402,1840001647
Bentonville,AR,Arkansas,5007,Benton,36.3579,-94.2286,47093,47093,577,polygon,TRUE,America/Chicago,72712 72716,1840013319
Lincoln,CA,California,6061,Placer,38.8749,-121.2943,47030,47030,903,polygon,TRUE,America/Los_Angeles,95648,1840020231
New Philadelphia,OH,Ohio,39157,Tuscarawas,40.486,-81.4402,46838,17462,820,polygon,TRUE,America/New_York,44663,1840001281
Mentor,OH,Ohio,39085,Lake,41.6895,-81.3361,46732,46732,677,polygon,TRUE,America/New_York,44060 44061,1840000539
Carrollton,GA,Georgia,13045,Carroll,33.5819,-85.0837,46695,26562,459,polygon,TRUE,America/New_York,30118 30116 30117 30112 30119,1840014801
Keller,TX,Texas,48439,Tarrant,32.9337,-97.2256,46646,46646,975,polygon,TRUE,America/Chicago,76248 76262,1840019428
Galveston,TX,Texas,48167,Galveston,29.2487,-94.891,46610,50550,474,polygon,TRUE,America/Chicago,77551 77550 77554 77552 77553 77555,1840020970
Middletown,CT,Connecticut,9007,Middlesex,41.5476,-72.6549,46544,46544,438,polygon,TRUE,America/New_York,06457 06459,1840004844
Leavenworth,KS,Kansas,20103,Leavenworth,39.3225,-94.9246,46445,36154,580,polygon,TRUE,America/Chicago,66027 66048,1840001591
Elmhurst,IL,Illinois,17043,DuPage,41.8973,-87.9432,46387,46387,1745,polygon,TRUE,America/Chicago,60126,1840008142
Sahuarita,AZ,Arizona,4019,Pima,31.9328,-110.9654,46385,28794,353,polygon,TRUE,America/Phoenix,85629 85614,1840022102
Beavercreek,OH,Ohio,39057,Greene,39.7312,-84.0627,46376,46376,677,polygon,TRUE,America/New_York,45440 45434 45432 45431 45430 45301,1840007312
Everett,MA,Massachusetts,25017,Middlesex,42.4064,-71.0544,46340,46340,5223,polygon,TRUE,America/New_York,2149,1840000425
Littleton,CO,Colorado,8005,Arapahoe,39.5912,-105.0193,46333,46333,1404,polygon,TRUE,America/Denver,80128 80122 80123 80120 80160 80161 80162 80163 80165 80166,1840020213
Lufkin,TX,Texas,48005,Angelina,31.3206,-94.729,46325,36159,417,polygon,TRUE,America/Chicago,75904 75901 75902 75903 75915,1840020840
Tupelo,MS,Mississippi,28081,Lee,34.2637,-88.7298,46095,38842,293,polygon,TRUE,America/Chicago,38804 38801 38826 38802 38803,1840015561
Biloxi,MS,Mississippi,28047,Harrison,30.4393,-88.9542,45975,45975,464,polygon,TRUE,America/Chicago,39531 39530 39532 39534 39533 39535,1840013948
West Lafayette,IN,Indiana,18157,Tippecanoe,40.4432,-86.9239,45872,45872,1283,polygon,TRUE,America/Indiana/Indianapolis,47906 47907 47996,1840010430
Newark,CA,California,6001,Alameda,37.5204,-122.0312,45810,45810,1274,polygon,TRUE,America/Los_Angeles,94560,1840020295
Marion,OH,Ohio,39101,Marion,40.5933,-83.1237,45718,36310,1190,polygon,TRUE,America/New_York,43302 43301,1840008332
Maricopa,AZ,Arizona,4021,Pinal,33.0447,-112.0164,45666,46903,381,polygon,TRUE,America/Phoenix,85138 85139,1840020629
Dublin,OH,Ohio,39049,Franklin,40.1112,-83.1451,45568,45568,715,polygon,TRUE,America/New_York,43002 43017 43016,1840008389
Hollister,CA,California,6069,San Benito,36.8564,-121.3981,45496,37833,1994,polygon,TRUE,America/Los_Angeles,95023 95024,1840020354
Oroville,CA,California,6007,Butte,39.5,-121.5647,45445,19033,556,polygon,TRUE,America/Los_Angeles,95965 95966 95940,1840020182
Beaumont,CA,California,6065,Riverside,33.9052,-116.976,45349,45349,565,polygon,TRUE,America/Los_Angeles,92223,1840019298
Fort Pierce,FL,Florida,12111,St. Lucie,27.4263,-80.3421,45295,45295,763,polygon,TRUE,America/New_York,34949 34947 34981 34982 34950 34948 34954 34979,1840014178
Manitowoc,WI,Wisconsin,55071,Manitowoc,44.099,-87.6812,45261,32936,717,polygon,TRUE,America/Chicago,54220 54221,1840002213
Quincy,IL,Illinois,17001,Adams,39.9335,-91.3796,45113,40531,985,polygon,TRUE,America/Chicago,62301 62305 62306,1840009466
Eureka,CA,California,6023,Humboldt,40.7941,-124.1568,45091,27226,1120,polygon,TRUE,America/Los_Angeles,95503 95501 95521 95534,1840009558
Burleson,TX,Texas,48251,Johnson,32.52,-97.3341,45016,45016,667,polygon,TRUE,America/Chicago,76028 76097,1840019467
Coachella,CA,California,6065,Riverside,33.691,-116.1451,44953,44953,599,polygon,TRUE,America/Los_Angeles,92236,1840019294
Sayreville,NJ,New Jersey,34023,Middlesex,40.4655,-74.3237,44905,44905,1092,polygon,TRUE,America/New_York,08872 08879 08859 08871,1840001332
Ocoee,FL,Florida,12095,Orange,28.5785,-81.5336,44820,44820,1144,polygon,TRUE,America/New_York,34761 34734,1840015098
Hackensack,NJ,New Jersey,34003,Bergen,40.8889,-74.0461,44756,44756,4134,polygon,TRUE,America/New_York,07601 07602,1840003556
Cutler Bay,FL,Florida,12086,Miami-Dade,25.5765,-80.3357,44707,44707,1756,polygon,TRUE,America/New_York,33190 33157 33189,1840017276
Cleveland Heights,OH,Ohio,39035,Cuyahoga,41.5112,-81.5636,44633,44633,2125,polygon,TRUE,America/New_York,44121 44118 44112 44106,1840000597
